WORD_ID	THEME_ID	SUBTHEME	FRENCH	DUTCH	GERMAN	ENGLISH	PERSIAN	IMAGE_ID
33	3	Clothes	pantalon	broek	Hose	trousers	شلوار	https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRhvjlv0tAoD35dOfRGn11Tj6IYP-fjAAxUHtzX4ZVqSYBzkyld
15	3	Clothes	culotte	slipje	Höschen	panties		https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQZvqEYh5gOgDrseUrwr7wm2dwLILaULazv5_Y0yuvqXY1mSdx6
92	3	Colors	rose	roos	rosa	rose	صورتی	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRnGzwqSZBn5CaZnOYnf3049-dqXhXkt1yAeWHbXNFLuDbDsrQ7
88	3	Colors	violet	violet	violet	violet	بنفش	https://t0.gstatic.com/images?q=tbn:ANd9GcT61YWi3iRc-RZ0f0GXQfKosl3CUvsxYW9Rl0R6MzwbKMR53gak
20	3	Clothes	pyjama	pyjama	Pyjama	pyjamas	پیژامه	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQuYo8J5yHYsZkAgNCSuTJGC-bbqQhhnFkzVsdmRVc8NZsh4-fu
83	3	Colors	rouge	rood	rot	red	قرمز	https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRf5a4-eYB5kIy4sK2m5HawHtTBVqT5YB8KN6rhc4K9aQYm_8ml
12	3	Clothes	bague	ring	Ring	ring	حلقه	https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRkoght2PFG1H8UsEmYj2ueIFAPqNHXfaL6ncy0-HylrydLDBfV
2	3	Clothes	écharpe	sjaal	Schal	scarf	شال	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR2QToaPQX2n3kOfMQDNrlPJ_p97dcBm9tJJf6EBQVoJXCOr9GK
22	3	Clothes	chemise	shirt	Hemd	shirt	پیراهن	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQsZgiy_OHYshTf4VjpehSOiP7PtieHMme3xKH1geTkWbDh1_pN
28	3	Clothes	chaussures	schoenen	Schuhe	shoes	کفش	https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTaa9SdKSvvjZQ5qH7-zo6VBLGwP2ufg3kjqZA0IebJyLLhts7F
24	3	Clothes	jupe	rok	Rock	skirt	دامن	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ6yXKLMoj6s68NDsmC1GcOwur-bMuDVCwKazUDL_Az_N9IwSxx
31	3	Clothes	pantoufles	pantoffels	Hausschuhe	slippers		https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRMk1RbXI1fgnFk49Ivh-2JAbXK24iEAinG02xbH2jTSDffLRGx
18	3	Clothes	chausettes	sokken	Socken	socks	جوراب	https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTedqunhMocaBTWLw4kzJsnRmEuCj2BzYoCwBXhgyp1bBCtGBHi
26	3	Clothes	costume	pak	Anzug	suit	کاستیوم	https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRKqJ0BpOgdoC6EhZeqRUKD_8zEGhMbnHZcC5H28dUyZYR8bYfd
6	3	Clothes	lunettes de soleil	zonnebril	Sonnenbrille	sunglasses	عینک آفتابی	https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQT3ZbRiJ8rSmrekMjmUQfX_wDlDt7qcru6gMW9kV55rf39wQic
14	3	Clothes	maillot de bain	zwemkleding	Badeanzug	swim suit	لباس شنا	https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSYThEIn5E0sfrH1AetbHtOkYB0vyCLomRWeMeJQujztx8IlBh7
21	3	Clothes	T-shirt	T-shirt	T-Shirt	T-shirt	تیشرت	https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTzhYrTYvBIbwJ8P848fHEFi7qD2kkBNOtPmGpfhB9Zg7hi0rDr
7	3	Clothes	cravate	das	Krawatte	tie	کراوات	https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQAdiLRi4u7daJ412zPjTz9JmJ7olHn4wplL9Ghs6lsqzBvkQOQ
17	3	Clothes	sous-vêtements	ondergoed	Unterwäsche	underwear	لباس زیر	https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQc7Q-uHZk5ZvO0aIxX4i4hD387aN_CJyQPwl87DEUf1bovV-Y-
4	3	Clothes	montre	horloge	Uhr	watch	ساعت	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ9oFbA773KEbG6N4hsHp5WvxdilsYEST7KuffUgi3wKiLZ5kyJ
62	3	Colors	blanc	white	weiß	white	سفید	https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.0C7k_FvtjBLQRvZaBPw8awHaHa%26pid%3DApi&f=1&ipt=2d8e8d65eca14aab7af68c57b9aff15bfc51c2a6f56112d6a8f697ef1edf9c2d&ipo=images
89	3	Colors	jaune	geel	gelb	yellow	زرد	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSR1-Ny017gFuNcX4lDYgQWg0axeze7xLiLBBY5mZeSf4u5diCx
36	3	Others	ici	hier	Hier	here	اینجا	
37	3	Family	mère	moeder	Mutter	mother	مدار	
38	3	Verbs	aller	gaan	gehen	to go	رفتن	
39	3	Verbs	je vais	ik ga	ich gehe	I go	من می روم	
40	3	Verbs	tu vas	jij gaat	du gehst	you go	تو می روی	
41	3	Verbs	il/elle va	hij/zij gaat	er/sie/er geht	he/she goes	او می رود	
42	3	Verbs	nous allons	wij gaan	wir gehen	we go	ما می رویم	
43	3	Verbs	vous allez	jullie gaan	ihr geht	you go	شما می روید	
44	3	Verbs	ils/elles vont	zij gaan	sie gehen	they go	آنها می روند	
45	3	Verbs	vouloir	willen	wollen	to want	خواستن	
46	3	Verbs	je veux	ik wil	ich will	I want	من می خواهم	
47	3	Verbs	tu veux	jij wilt	du willst	you want	تو می خواهی	
48	3	Verbs	il/elle veut	hij/zij wil	er/sie/er will	he/she wants	او می خواهد	
49	3	Verbs	nous voulons	wij willen	wir wollen	we want	ما می خواهیم	
50	3	Verbs	vous voulez	jullie willen	ihr wollt	you want	شما می خواهید	
51	3	Verbs	ils/elles veulent	zij willen	sie wollen	they want	آنها می خواهند	
52	3	Others	quel	welke	welche	which	چی	
53	3	Numbers	un	één	ein	one	یک	
54	3	Places	magasin	winkel	Laden	shop	فروشگاه	
55	3	Family	monsieur	mijnheer	Herr	mister	آقا	
56	3	Family	mesdames	damen	Damen	ladies	خانم ها	
57	2	Others	bonjour	hallo	hallo	hello	سلام	
58	3	Others	s’il vous plaît	alstublieft	bitte	please	لطفا	
59	3	Colors	couleur	kleur	Farbe	color	رنگ	
60	3	Others	pour	voor	für	for	برای	
63	3	Others	Là-bas	daar	da	there	آنجا	
65	3	Adjectives	mieux	beter	besser	better	بهتر	
66	2	Verbs	être	zijn	sein	to be	بودن	
67	2	Verbs	je suis	ik ben	ich bin	I am	من هستم	
68	2	Verbs	tu es	jij bent	du bist	you are	تو هستی	
69	2	Verbs	il/elle est	hij/zij is	er/sie/er ist	he/she is	او است	
70	2	Verbs	nous sommes	wij zijn	wir sind	we are	ما هستیم	
71	2	Verbs	vous êtes	jullie zijn	sie sind	you are	شما هستید	
72	2	Verbs	ils/elles sont	zij zijn	ihr seit	they are	آنها هستند	
73	3	Verbs	aimer	houden	lieben	to love	دوست داشتن	
74	3	Verbs	j’aime	ik hou	ich liebe	I love	من دوست دارم	
75	3	Verbs	tu aimes	jij houdt	du liebst	you love	تو دوست داری	
76	3	Verbs	il/elle aime	hij/zij houdt	er/sie/er liebt	he/she loves	او دوست دارد	
77	3	Verbs	nous aimons	wij houden	wir lieben	we love	ما دوست داریم	
78	3	Verbs	vous aimez	jullie houden	sie lieben	you love	شما دوست دارید	
79	3	Verbs	ils/elles aiment	zij houden	ihr liebt	they love	آنها دوست دارند	
80	3	Adjectives	joli	mooi	schön	beautiful	زیبا	
81	3	Others	combien	hoeveel	wie viel	how much	چند	
82	3	Adjectives	pas cher	goedkoop	billig	cheap	ارزان	
84	3	Numbers	deux	twee	Zwei	two	دو	
85	3	Adjectives	cher	duur	Teuer	expensive	گران	
93	3	Numbers	trois	drie	drei	three	سه	
94	3	Numbers	quatre	vier	vier	four	چهار	
95	3	Numbers	cinq	vijf	fünf	five	پنج	
96	3	Numbers	six	zes	sechs	six	شش	
97	3	Numbers	sept	zeven	sieben	seven	هفت	
98	3	Numbers	huit	acht	acht	eight	هشت	
99	3	Numbers	neuf	negen	neun	nine	نو	
100	3	Numbers	dix	tien	zehn	ten	دو	
101	3	Numbers	nombre	nummer	Nummer	number	شماره	
102	3	Verbs	avoir	hebben	haben	to have	داشتن	
103	3	Verbs	j’ai	ik heb	ich hab	I have	من می دانم	
104	3	Verbs	tu as	jij hebt	du hast	you have	تو می دانی	
105	3	Verbs	il/elle a	hij/zij heeft	er/sie/er hat	he/she has	او می داند	
106	3	Verbs	nous avons	wij hebben	wir haben	we have	ما می دانیم	
107	3	Verbs	vous avez	jullie hebben	sie haben	you have	شما می دانید	
108	3	Verbs	ils/elles ont	zij hebben	ihr habt	they have	آنها می دانند	
109	3	Verbs	acheter	kopen	kaufen	to buy	خریدن	
110	3	Verbs	j’achète	ik koop	ich kaufe	I buy	من می خریدم	
111	3	Verbs	tu achètes	jij koopt	du kaufst	you buy	تو می خریدی	
112	3	Verbs	il/elle achète	hij/zij koopt	er/sie/er kauft	he/she buys	او می خرید	
113	3	Verbs	nous achetons	wij kopen	wir kaufen	we buy	ما می خریم	
114	3	Verbs	vous achetez	jullie kopen	sie kaufen	you buy	شما می خرید	
115	3	Verbs	ils/elles achètent	zij kopen	ihr kauft	they buy	آنها می خرند	
117	3	Others	oui	ja	ja	yes	بله	
118	3	Others	merci	danku	danke	thanks	تشکر	
119	3	Sayings	au revoir	tot ziens	auf Wiedersehen	goodbye	خدا حافظ	
120	3	Jobs	vendeur	verkoper	Verkaufer	seller	فروشنده	
121	2	Others	nom	naam	Name	name	اسم	
122	2	Others	aussi	ook	auch	also	هم	
123	2	Others	dans	in	in	in	در	
124	2	Places	université	universiteit	Universität	university	دانشگاه	
126	2	Langues	Persan	persisch	Persisch	persian	فارسی	
127	2	Jobs	camarade de classe	klassen kamaraad	Klassen Kamarad	class comrades	همکلاسی	
128	2	Time	aujourd’hui	vandaag	Heute	today	امروز	
129	2	Places	étage	verdieping	Stock	floor	طبقه	
130	2	Numbers	premier	eerste	erste	first	اول	
131	2	Numbers	deuxième	tweede	zweite	second	دوم	
132	2	Numbers	troisième	derde	dritte	third	سوم	
133	2	Numbers	quatrième	vierde	vierte	fourth	چهارم	
134	2	Numbers	cinquième	vijfde	fünfte	fifth	پنجم	
135	2	Numbers	sixième	zesde	sechste	sixth	ششم	
136	2	Numbers	septième	zevende	siebte	seventh	هفتم	
137	2	Numbers	huitième	achtste	achtste	eighth	هشتم	
138	2	Numbers	neuvième	negende	neunte	nineth	نهم	
139	2	Numbers	dixième	tiende	zehnte	tenth	دهم	
140	2	Others	merci beaucoup	hartelijk bedankt	vielen dank	thanks a lot	خیلی ممنونم	
141	2	Others	de rien	geen probleem	bitte	no problem	خواهش می کنم	
142	2	Time	hier	gisteren	Gestern	yesterday	دیروز	
143	2	Time	demain	morgen	Morgen	tomorrow	فردا	
144	2	Time	avant-hier	eergisteren	Vorgestern	day before yesterday	پریروز	
145	2	Time	Après-demain	overmorgen	Übermorgen	day after tomorrow	پسفردا	
146	2	Time	semaine	week	Woche	week	هفته	
147	2	Time	la semaine passée	vorige week	lätzte Woche	last week	هفته آیانده	
148	2	Time	la semaine prochaine	volgende week	nächste Woche	next week	هفته بعد	
149	2	Time	mois	maand	Monat	month	ماه	
150	2	Time	année	jaar	Jahr	year	سال	
151	6	Places	hôpital	ziekenhuis	Krankenhaus	hospital	بیمارستان	
152	6	Others	comment	hoe	wie	how	چطور	
153	6	Jobs	médecin	arts	Arts	doctor	دکتر	https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQva25GDJraO3Oifg9_CGIAsGZkdWnOy0WOBiSQ6Sta6NAF9EOP
155	6	Adjectives	beaucoup	heel	viel	a lot	زیادی	
156	6	Medical	douleur	pijn	Schmerz	pain	آسیب	
157	6	Body	ventre	buik	Bauch	stomach	معده	https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.TZDpOvTMA2ukRZV7cn79NgHaEX%26pid%3DApi&f=1&ipt=e6c90b55ff09324d6d82c672883e2253a73712708b0878ad2c398b9336514bad&ipo=images
158	6	Others	où	waar	wo	where	جایی	
159	6	Others	uniquement	enkel	nur	only	فقط	
160	6	Others	ou	of	oder	or	یا	
161	6	Others	autre	anders	anders	other	دیگر	
162	1	Profession	étudiant	student	Student	student	دانشجو	https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.aOv7WJ16Z7HZJB2cAxGqYwHaE8%26pid%3DApi&f=1&ipt=e808a7e939802366644933371611f51b39423a376fbd4158885f9248add712a8&ipo=images
163	1	Profession	docteur	dokter	Doktor	doctor	دکتر	https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.Syvg84nCftPhzy2dbrj35wHaHa%26pid%3DApi&f=1&ipt=bdeee96dd3eafc6a70b0e83fd783c86c24eeda6e8ae55ef445946382b2884f11&ipo=images
164	1	Profession	infirmière	verpleegster	Krankenschwester	nurse	پرستار	https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.AcrDUPWl9FcDu5HkE5DvawHaJL%26pid%3DApi&f=1&ipt=7f9c4751988f3561fc926f756f207399db7f73fe6a1db7d4ee7eb089c062f646&ipo=images
165	1	Profession	professeur	leerkracht	Lehrer	teacher	معلم	https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP._I8jO3oaZQfGDRZnmMRiBwHaFP%26pid%3DApi&f=1&ipt=2e6159f55d7001708b5fe4705cc504481ec2f80c4ba01b7827d5e32f6fc374d8&ipo=images
166	1	Profession	vétérinaire	dierenarts	Tierenarzt	veterinarian	طبیب بیطری	https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.vCRKaR_0qbD5-IasUxTDPAHaFv%26pid%3DApi&f=1&ipt=4711bb23d594c83956164afd8d2336ee8f8c1bc41004886731cfddfc2100d3a3&ipo=images
167	1	Profession	dentiste	tandarts	Zähnarzt	dentist	دندان پزشک	https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.vSIJTpvoI_ETA7gqV1EI_wHaE8%26pid%3DApi&f=1&ipt=5c3c5ec910d0e4703a39d24bdc9ecbaee4a49092bf8136c755be85f213617ab9&ipo=images
168	1	Profession	cuisinier	kok	Koch	cook	آشپز	https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.7HXMATVcwg_Rlm4lycL37wHaE8%26pid%3DApi&f=1&ipt=6de20e2d8665f5e34e97966a0ebfee6d367c1e03b89b8b545625b006cd95148d&ipo=images
169	1	Profession	coiffeur	kapper	Friseur	hairdresser	آرایشگر	https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.MxNLurFNkGNIDYGP8Zt4-AHaGc%26pid%3DApi&f=1&ipt=d85b761d62249fcb728155c459e80535d3d0a9374e1c3ef49468343ebca9ffc4&ipo=images
170	1	Profession	policier	politieagent	Polizist	policeman	پلیس	https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.AzkuJHZn4IMnGZ_PAaqyHgHaE8%26pid%3DApi&f=1&ipt=93b491214c659f01a566cff7f0718ac52224557a0ec1a8309f91c222799482ec&ipo=images
171	1	Profession	avocat	advokaat	Antwalt	lawyer	وکیل	https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.vHHyff4P91PD7LmvKAUCsgHaFS%26pid%3DApi&f=1&ipt=3800ff46c02d9bb9f171dd707d7f676fc7c10885dc2803264372fe5a9cae7b31&ipo=images
172	1	Profession	serveur	kelner	Kellner	waiter	ناخدا	https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.p6MKgyOutc8qdj1PatVkswHaE8%26pid%3DApi&f=1&ipt=b82dfc355bb3db1f42fddc3192706a54f462b5697f2148be5c0dc6a869b5fbd0&ipo=images
173	1	Profession	ingénieur	ingenieur	Ingenieur	engineer	مهندس	https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.FHSBIK8LU7okzchZcVUsbgHaFZ%26pid%3DApi&f=1&ipt=df56828a0769e7a8eedd1e4f8fddee17b74606408f58e47bf64b9443003c165d&ipo=images
174	1	Profession	employé	werknemer	Angestellter	employee	کارمند	https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.b_ybf-yzbOQ5QdEl4-y5sAHaE8%26pid%3DApi&f=1&ipt=f60be4eb9c308e6512c23bc8fec9186fd9320d60465a2ee91ca283449685314e&ipo=images
175	1	Profession	directeur	directeur	Direktor	director	رئیس	
176	1	Profession	paysan	landbouwer	Bauer	farmer	زراعتکار	https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.explicit.bing.net%2Fth%3Fid%3DOIP.XhkKXt-RAhoKeq8WuJzgBwHaE7%26pid%3DApi&f=1&ipt=9303f469d2d9dda41b7e7001a9ed9586f08972c63da5a847497982d0cb2a59f5&ipo=images
177	1	Profession	boulanger	bakker	Bäcker	baker	شیرینی فر	https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.explicit.bing.net%2Fth%3Fid%3DOIP.lLIB8xK35nQerwT0rbNWtgHaE8%26pid%3DApi&f=1&ipt=eca0cd2491fce73ea46a6c5869233b60253d1db2986d2237cd133650a55ab12a&ipo=images
178	1	Family	père	vader	Vater	father	پدر	
179	1	Family	mère	moeder	Mütter	mother	مادر	
180	1	Family	soeur	zus	Schwester	sister	خواهر	
181	1	Family	frère	broer	Brüder	brother	برادر	
182	1	Family	grand-mère	grootmoeder	Großmutter	grandmother	جد	
183	1	Family	grand-père	grootvader	Großvater	grandfather	جدت	
184	1	Family	conjoint	echtgenoot	Ehepartner	spouse	همسر	
185	1	Family	enfant	kind	Kind	child	کودک	https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.WKQT-okguUKH9eFBQbB5MgHaE8%26pid%3DApi&f=1&ipt=557358f0d9c528469b3a34e4eae1ba5fc9b49b73296e2366ee7dd1a991b1b300&ipo=images
186	1	Family	fille	dochter	Tochter	daughter	دختر	
187	1	Family	fils	zoon	Sohn	son	پسر	
188	1	Numbers	un	een	Ein	one	یک	
189	1	Numbers	deux	twee	Zwei	two	دو	
190	1	Numbers	trois	drie	drei	three	سه	
191	1	Numbers	quatre	vier	vier	four	چهار	
192	1	Numbers	cinq	vijf	fünf	five	پنج	
193	1	Numbers	six	zes	sechs	six	شش	
194	1	Numbers	sept	zeven	sieben	seven	هفت	
195	1	Numbers	huit	acht	acht	eight	هشت	
196	1	Numbers	neuf	negen	neun	nine	نه	
197	1	Numbers	dix	tien	zehn	ten	ده	
198	1	Numbers	vingt	twintig	Zwanzig	twenty	بیست	
199	1	Numbers	trente	dertig	dreißig	thirty	سی	
200	1	Numbers	quarante	veertig	vierzig	forty	چهل	
201	1	Numbers	cinquante	vijftig	fünfzig	fifty	پانصد	
202	1	Numbers	soixante	zestig	sechzig	sixty	شصت	
203	1	Numbers	septante	zeventig	siebzig	seventy	هفتاد	
204	1	Numbers	quatre-vingts	achtig	achtzig	eighty	هشتاد	
205	1	Numbers	nonante	negentig	neunzig	ninety	نود	
206	1	Numbers	cent	honderd	hundert	one hundred	صد	
207	1	Numbers	deux cents	tweehonderd	zweihundert	two hundred	دویست	
208	1	Numbers	trois cents	driehonderd	dreihundert	three hundred	سیصد	
209	1	Numbers	quatre cents	vierhonderd	vierhundert	four hundred	چهارصد	
210	1	Numbers	cinq cents	vijfhonderd	fünfhundert	five hundred	پانصد	
211	1	Numbers	six cents	zeshonderd	sechshundert	six hundred	ششصد	
212	1	Numbers	sept cents	zevenhonderd	siebenhundert	seven hundred	هفتصد	
213	1	Numbers	huit cents	achthonderd	achthundert	eight hundred	هشتصد	
214	1	Numbers	neuf cents	negenhonderd	neunhundert	nine hundred	نهصد	
215	1	Numbers	mille	duizend	tausend	thousand	هزار	
216	1	Numbers	1	1	1	1	۱	
217	1	Numbers	2	2	2	2	۲	
218	1	Numbers	3	3	3	3	۳	
219	1	Numbers	4	4	4	4	۴	
220	1	Numbers	5	5	5	5	۵	
221	1	Numbers	6	6	6	6	۶	
222	1	Numbers	7	7	7	7	۷	
223	1	Numbers	8	8	8	8	۸	
224	1	Numbers	9	9	9	9	۹	
225	1	Numbers	0	0	0	0	۰	
226	4	Food	lait	melk	Milch	milk	شیر	https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.-BIedB2qW1MOvj1LTz0e1AHaFP%26pid%3DApi&f=1&ipt=71da9d014f2a6716d4f8f4c7be90cb0c9cceeb6dda874522677ff2f1017dcb84&ipo=images
